customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,total_charges_num,tenure_group
5168-MSWXT,Male,0,Yes,Yes,8,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.75,759.55,No,759.55,New
1090-ESELR,Male,0,Yes,Yes,72,Yes,No,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",105.50,7611.55,No,7611.55,Long-Term
8592-PLTMQ,Female,0,No,No,64,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",24.70,1642.75,No,1642.75,Long-Term
5760-WRAHC,Female,1,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,"Mailed check",69.75,1545.4,No,1545.40,Loyal
8847-GEOOQ,Male,0,Yes,No,60,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",60.20,3582.4,No,3582.40,Long-Term
0256-LTHVJ,Female,0,Yes,Yes,28,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",81.05,2227.1,Yes,2227.10,Loyal
4785-FCIFB,Female,0,Yes,No,61,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",24.40,1417.9,No,1417.90,Long-Term
8313-NDOIA,Female,0,No,No,24,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",104.15,2494.65,No,2494.65,Loyal
5149-CUZUJ,Male,0,Yes,Yes,28,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,No,"One year",No,"Bank transfer (automatic)",92.90,2768.35,No,2768.35,Loyal
0942-KOWSM,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",80.80,2369.3,No,2369.30,Loyal
4237-CLSMM,Male,0,Yes,No,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.00,38,No,38.00,New
1452-VOQCH,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.10,75.1,No,75.10,New
4719-UMSIY,Male,0,No,Yes,6,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.65,100.9,No,100.90,New
6614-VBEGU,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",69.45,1614.05,No,1614.05,Loyal
0880-TKATG,Male,0,Yes,Yes,4,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Electronic check",101.15,385.9,Yes,385.90,New
3811-VBYBZ,Male,0,No,No,7,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",99.80,673.25,Yes,673.25,New
1480-BKXGA,Male,1,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",116.05,8404.9,No,8404.90,Long-Term
2996-XAUVF,Male,0,No,No,70,No,"No phone service",DSL,No,No,No,Yes,No,Yes,"Two year",Yes,"Mailed check",40.05,2799.75,No,2799.75,Long-Term
9076-AXYIK,Male,1,Yes,No,64,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",102.10,6538.45,No,6538.45,Long-Term
5968-XQIVE,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,No,"One year",Yes,"Electronic check",89.70,6588.95,No,6588.95,Long-Term
8896-RAZCR,Female,0,No,Yes,44,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.90,868.1,No,868.10,Loyal
4640-UHDOS,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",55.95,734.35,Yes,734.35,Loyal
4933-IKULF,Female,1,No,No,17,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.65,330.6,No,330.60,Loyal
3583-EKAPL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",55.00,55,Yes,55.00,New
1304-BCCFO,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Mailed check",70.05,564.4,No,564.40,New
4104-PVRPS,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,"Mailed check",53.60,1315.35,No,1315.35,Loyal
9399-APLBT,Female,0,Yes,Yes,1,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",74.70,74.7,Yes,74.70,New
2359-KMGLI,Male,0,No,No,24,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",80.25,1861.5,Yes,1861.50,Loyal
3780-DDGSE,Male,1,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",76.05,2747.2,No,2747.20,Loyal
4431-EDMIQ,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,"Electronic check",75.70,554.05,No,554.05,New
0306-JAELE,Male,0,No,No,5,Yes,No,"Fiber optic",No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",96.10,453.4,Yes,453.40,New
6227-HWPWX,Female,0,No,Yes,15,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",69.00,994.8,Yes,994.80,Loyal
0486-LGCCH,Male,0,Yes,Yes,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.65,225.75,No,225.75,New
0447-BEMNG,Female,0,Yes,No,48,No,"No phone service",DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",45.30,2145,Yes,2145.00,Loyal
4612-SSVHJ,Female,1,No,No,20,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",81.45,1671.6,No,1671.60,Loyal
5168-MQQCA,Female,0,Yes,No,72,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",108.50,8003.8,No,8003.80,Long-Term
5949-XIKAE,Female,0,Yes,Yes,8,Yes,No,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",83.55,680.05,Yes,680.05,New
7971-HLVXI,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,"Two year",Yes,"Credit card (automatic)",84.50,6130.85,No,6130.85,Long-Term
9094-AZPHK,Female,0,No,No,15,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.15,1415,No,1415.00,Loyal
3649-JPUGY,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",88.60,6201.95,No,6201.95,Long-Term
8372-JUXUI,Male,0,No,Yes,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.35,74.35,Yes,74.35,New
3552-CTCYF,Male,0,Yes,Yes,63,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",104.80,6597.25,No,6597.25,Long-Term
6778-YSNIH,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",59.00,114.15,No,114.15,New
0388-EOPEX,Female,0,Yes,No,2,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.40,139.4,Yes,139.40,New
5756-OZRIO,Male,1,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,"One year",No,"Bank transfer (automatic)",64.05,3902.6,No,3902.60,Long-Term
6579-JPICP,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.40,20.4,No,20.40,New
8205-OTCHB,Male,0,No,No,22,No,"No phone service",DSL,No,Yes,Yes,No,No,Yes,"One year",Yes,"Bank transfer (automatic)",43.75,903.6,Yes,903.60,Loyal
4134-BSXLX,Male,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,"Mailed check",60.90,1785.65,No,1785.65,Loyal
0505-SPOOW,Female,0,Yes,No,70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.80,1397.65,No,1397.65,Long-Term
6235-VDHOM,Female,1,No,No,5,No,"No phone service",DSL,No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",28.45,131.05,Yes,131.05,New
7783-YKGDV,Female,0,No,No,12,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",99.70,1238.45,Yes,1238.45,New
4374-YMUSQ,Male,0,No,No,34,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",116.25,3899.05,No,3899.05,Loyal
4513-CXYIX,Female,1,Yes,No,71,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,"Two year",Yes,"Credit card (automatic)",80.70,5676,No,5676.00,Long-Term
3957-HHLMR,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,"One year",No,"Bank transfer (automatic)",65.20,4543.15,No,4543.15,Long-Term
7803-XOCCZ,Female,0,Yes,Yes,52,Yes,No,"Fiber optic",Yes,No,Yes,Yes,No,No,Month-to-month,Yes,"Bank transfer (automatic)",84.05,4326.8,No,4326.80,Long-Term
5736-YEJAX,Male,0,No,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,"Two year",Yes,"Credit card (automatic)",79.45,5502.55,No,5502.55,Long-Term
5609-CEBID,Female,1,No,No,20,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",94.10,1782.4,Yes,1782.40,Loyal
8981-FJGLA,Male,0,No,Yes,11,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Mailed check",78.00,851.8,No,851.80,New
7218-HKQFK,Male,0,Yes,No,2,Yes,No,"Fiber optic",No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",94.20,167.5,Yes,167.50,New
4636-QRJKY,Female,0,Yes,Yes,6,Yes,Yes,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,Yes,"Electronic check",80.50,502.85,Yes,502.85,New
1135-LMECX,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.85,19.85,No,19.85,New
4332-MUOEZ,Male,1,Yes,Yes,20,Yes,No,"Fiber optic",Yes,No,Yes,Yes,No,Yes,"One year",No,"Credit card (automatic)",94.30,1818.3,No,1818.30,Loyal
8535-SFUTN,Male,0,No,No,61,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",106.45,6300.15,No,6300.15,Long-Term
5956-VKDTT,Female,1,Yes,No,5,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.35,334.8,Yes,334.80,New
8677-HDZEE,Female,0,No,No,56,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",105.45,5916.95,No,5916.95,Long-Term
2475-MROZF,Male,0,No,No,30,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,"Credit card (automatic)",95.00,2852.4,No,2852.40,Loyal
9412-GHEEC,Male,0,No,No,40,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,No,"Bank transfer (automatic)",104.80,4131.95,Yes,4131.95,Loyal
3482-ABPKK,Female,0,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,"One year",No,"Mailed check",54.30,1546.3,No,1546.30,Loyal
6705-LXORM,Female,1,Yes,No,5,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.05,302.6,No,302.60,New
0257-ZESQC,Female,1,Yes,No,27,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",75.20,1929.35,Yes,1929.35,Loyal
7531-GQHME,Male,0,No,No,12,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",20.05,265.45,No,265.45,New
5174-ITUMV,Male,0,Yes,Yes,67,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",105.40,6989.45,No,6989.45,Long-Term
4109-CYRBD,Male,1,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",51.60,1442,No,1442.00,Loyal
0913-XWSCN,Male,0,Yes,Yes,55,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Bank transfer (automatic)",85.50,4713.4,No,4713.40,Long-Term
6825-UYPFK,Female,0,No,No,23,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",75.60,1758.6,Yes,1758.60,Loyal
8397-MVTAZ,Male,0,Yes,No,34,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.05,3480,Yes,3480.00,Loyal
0750-EBAIU,Male,0,No,No,52,Yes,No,"Fiber optic",Yes,No,Yes,No,Yes,No,"One year",No,"Electronic check",91.25,4738.3,No,4738.30,Long-Term
8606-CIQUL,Male,1,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",115.75,8399.15,No,8399.15,Long-Term
3571-DPYUH,Male,0,Yes,Yes,58,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,No,"One year",Yes,"Credit card (automatic)",94.70,5430.35,No,5430.35,Long-Term
7601-GNDYK,Male,0,Yes,Yes,35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.60,686.95,No,686.95,Loyal
0356-OBMAC,Female,1,No,No,56,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,No,"Two year",Yes,"Bank transfer (automatic)",99.90,5706.3,No,5706.30,Long-Term
8067-NIOYM,Female,0,Yes,Yes,24,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",21.10,490.65,No,490.65,Loyal
1403-GYAFU,Male,0,Yes,Yes,70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20.05,1360.25,No,1360.25,Long-Term
4234-XTNEA,Male,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",79.95,174.45,No,174.45,New
1297-VQDRP,Male,1,Yes,Yes,68,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",107.15,7379.8,No,7379.80,Long-Term
9282-IZGQK,Female,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",85.00,85,Yes,85.00,New
5348-CAGXB,Male,0,No,No,12,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",89.55,1021.75,No,1021.75,New
0621-HJWXJ,Female,0,Yes,No,63,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",81.55,5029.05,No,5029.05,Long-Term
5844-QVTAT,Female,0,Yes,Yes,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,"One year",Yes,"Mailed check",58.45,1955.4,No,1955.40,Loyal
8905-IAZPF,Female,0,Yes,No,69,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",95.65,6744.2,No,6744.20,Long-Term
5394-MEITZ,Female,0,Yes,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",80.60,4946.7,No,4946.70,Long-Term
6859-QNXIQ,Female,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",113.10,8248.5,No,8248.50,Long-Term
2782-LFZVW,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,"Mailed check",58.95,601.6,No,601.60,New
2866-IKBTM,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.55,19.55,No,19.55,New
1342-JPNKI,Male,0,No,No,10,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",86.05,834.1,Yes,834.10,New
2817-NTQDO,Male,0,No,No,13,No,"No phone service",DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,"Credit card (automatic)",45.55,597,Yes,597.00,Loyal
7129-AZJDE,Male,0,Yes,Yes,34,Yes,No,"Fiber optic",No,No,No,No,No,Yes,"One year",Yes,"Bank transfer (automatic)",78.95,2647.2,No,2647.20,Loyal
6986-IJDHX,Male,0,Yes,Yes,39,Yes,No,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Mailed check",86.30,3266,Yes,3266.00,Loyal
2560-PPCHE,Female,0,No,No,65,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",105.05,6744.25,No,6744.25,Long-Term
4676-MQUEA,Male,1,Yes,No,50,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,No,"One year",Yes,"Bank transfer (automatic)",101.90,5265.5,No,5265.50,Long-Term
8138-EALND,Male,0,No,No,15,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.75,311.6,No,311.60,Loyal
3580-HYCSP,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",110.30,7966.9,No,7966.90,Long-Term
1352-HNSAW,Female,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",115.60,8220.4,No,8220.40,Long-Term
2075-PUEPR,Male,0,Yes,Yes,55,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.35,1153.25,No,1153.25,Long-Term
1982-FEBTD,Female,0,Yes,Yes,23,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",25.60,514.75,No,514.75,Loyal
5301-GAUUY,Male,0,No,No,32,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",80.35,2596.15,Yes,2596.15,Loyal
5791-KAJFD,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,"One year",Yes,"Bank transfer (automatic)",68.75,3808,No,3808.00,Long-Term
2654-VBVPB,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Bank transfer (automatic)",19.90,19.9,No,19.90,New
1154-HYWWO,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,"One year",No,"Mailed check",70.60,2708.2,No,2708.20,Loyal
2501-XWWTZ,Male,0,No,No,11,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.20,760.05,No,760.05,New
3716-UVSPD,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,"Electronic check",49.30,49.3,No,49.30,New
6815-ABQFQ,Male,0,Yes,No,56,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"One year",Yes,"Electronic check",107.25,6033.3,No,6033.30,Long-Term
7343-EOBEU,Male,0,Yes,No,3,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",23.60,89.05,No,89.05,New
3701-SFMUH,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,"Credit card (automatic)",69.70,516.15,No,516.15,New
6103-LIANB,Male,0,Yes,Yes,59,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"Two year",Yes,"Credit card (automatic)",99.50,5861.75,No,5861.75,Long-Term
7319-VENRZ,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,"Bank transfer (automatic)",64.30,445.95,No,445.95,New
5846-NEQVZ,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,"Two year",Yes,"Credit card (automatic)",70.85,4973.4,No,4973.40,Long-Term
6967-QIQRV,Male,0,Yes,Yes,15,Yes,No,"Fiber optic",Yes,No,No,Yes,Yes,Yes,"One year",No,"Electronic check",101.90,1667.25,No,1667.25,Loyal
5781-RFZRP,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,"Two year",No,"Credit card (automatic)",73.50,5357.75,No,5357.75,Long-Term
0939-YAPAF,Female,0,No,No,35,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.25,3527.6,Yes,3527.60,Loyal
0308-IVGOK,Female,0,No,No,11,No,"No phone service",DSL,No,Yes,Yes,Yes,No,No,"One year",Yes,"Credit card (automatic)",40.40,422.6,No,422.60,New
7293-LSCDV,Female,0,Yes,Yes,60,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",19.25,1103.25,No,1103.25,Long-Term
7025-WCBNE,Male,1,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,"Two year",No,"Bank transfer (automatic)",59.60,2754,No,2754.00,Loyal
5756-JYOJT,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,"One year",No,"Credit card (automatic)",64.90,697.25,No,697.25,New
4710-FDUIZ,Male,0,Yes,No,56,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,"One year",No,"Credit card (automatic)",100.30,5614.45,Yes,5614.45,Long-Term
6030-REHUX,Female,1,Yes,No,28,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",110.85,3204.4,No,3204.40,Loyal
9548-LIGTA,Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Mailed check",81.05,4747.65,No,4747.65,Long-Term
5150-LJNSR,Male,0,Yes,Yes,31,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,No,"One year",No,"Bank transfer (automatic)",98.05,3082.1,No,3082.10,Loyal
8270-RKSAP,Male,0,No,No,9,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.50,597.9,No,597.90,New
6522-YRBXD,Male,1,Yes,No,35,Yes,Yes,"Fiber optic",Yes,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",94.55,3365.4,No,3365.40,Loyal
2640-LYMOV,Male,0,No,No,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.65,38.8,No,38.80,New
1218-VKFPE,Female,0,Yes,Yes,12,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.00,233.55,Yes,233.55,New
3627-FHKBK,Female,0,No,No,1,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,No,"Mailed check",75.30,75.3,Yes,75.30,New
2865-TCHJW,Female,1,No,No,4,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",89.20,346.2,Yes,346.20,New
1423-BMPBQ,Female,0,Yes,Yes,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.00,19,No,19.00,New
2393-DIVAI,Female,0,No,No,3,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.00,61.7,No,61.70,New
5192-EBGOV,Female,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",85.70,85.7,Yes,85.70,New
4568-KNYWR,Male,0,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,"Two year",Yes,"Credit card (automatic)",63.25,3342.45,No,3342.45,Long-Term
8752-IMQOS,Male,0,Yes,Yes,5,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.10,85.1,No,85.10,New
0742-LAFQK,Male,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"Two year",Yes,"Electronic check",99.15,7422.1,No,7422.10,Long-Term
0795-LAFGP,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",90.40,6668.05,No,6668.05,Long-Term
0619-OLYUR,Male,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",111.90,8071.05,No,8071.05,Long-Term
5512-IDZEI,Male,0,Yes,Yes,46,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",24.90,1174.8,No,1174.80,Loyal
0459-SPZHJ,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,"Two year",No,"Credit card (automatic)",83.50,5435,No,5435.00,Long-Term
0215-BQKGS,Male,0,No,No,30,Yes,No,"Fiber optic",Yes,Yes,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",84.30,2438.6,No,2438.60,Loyal
9244-ZVAPM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",45.60,45.6,No,45.60,New
0719-SYFRB,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,"Mailed check",61.65,713.75,Yes,713.75,New
8208-EUMTE,Male,0,No,No,16,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,No,"Two year",No,"Mailed check",54.85,916.15,No,916.15,Loyal
5172-MIGPM,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,"Mailed check",65.55,237.2,No,237.20,New
